SaleID name regDate model brand bodyType fuelType gearbox power kilometer notRepairedDamage regionCode seller offerType creatDate v_0 v_1 v_2 v_3 v_4 v_5 v_6 v_7 v_8 v_9 v_10 v_11 v_12 v_13 v_14
200000 133777 20000501 67.0 0 1.0 0.0 0.0 101 15.0 0.0 5019 0 0 20160308 42.142060927244685 -3.094739314969553 -0.7212997062628473 1.4663439704235124 1.009846123927698 0.23651953807463394 0.00024077965516603838 0.10531899027928028 0.04623333858358547 0.09452231271103513 3.619512125855613 -0.2806066537539741 -2.019761143295854 0.9788277260800712 0.8033215020878566
200001 61206 19950211 19.0 6 2.0 0.0 0.0 73 6.0 0.0 1505 0 0 20160310 43.90703365653336 -3.244604553345636 -0.7664296767479712 1.2767177983150757 -1.0653383788815267 0.26151841976421497 0.0 0.12032345361861815 0.0467842378305852 0.035385262671275085 2.9973763596922285 -1.4067050523440334 -1.0208835817916766 -1.3499898633435856 -0.20054163936348302
200002 67829 20090606 5.0 5 4.0 0.0 0.0 120 5.0 - 1776 0 0 20160309 45.389664950197755 3.372383784997201 -0.9655654457184024 -2.447315866879101 0.6242677815803709 0.26169061811955624 0.09083648656092408 0.0 0.07965532570737711 0.0735862207476284 -3.951083771010004 -0.4334673285213749 0.9189638428560336 1.6346039890078308 1.027172758680927
200003 8892 20020601 22.0 9 1.0 0.0 0.0 58 15.0 0.0 26 0 0 20160314 42.78877479168681 4.035052184556058 -0.2174027454969796 1.708805974399136 1.119165204344156 0.2360495075063573 0.10177689524069478 0.09894989511106032 0.026829627502826414 0.09661365556957097 -2.8467877718832733 2.8002670817288 -2.5246103235495783 1.0768192298469703 0.4616102367935517
200004 76998 20030301 46.0 6 0.0  0.0 116 15.0 0.0 738 0 0 20160306 43.670762874806215 -3.1353822953714934 -1.1341074659564327 0.4703149571819914 0.1340317033502521 0.2569995358233025 0.0 0.06673175734217886 0.05777117201467578 0.06885246978026283 2.839010006118193 -1.6598006754576482 -0.9241417494176124 0.19942261240833112 0.4510139980592859
200005 142813 19990006 37.0 18 6.0 0.0 0.0 125 15.0 0.0 3393 0 0 20160404 43.6485507432587 -3.129957914370836 -2.5203452781735445 1.1808112019972528 1.2954761779424522 0.26152562687170994 0.0 0.0 0.046879005926831564 0.11072566187331552 2.646412443393668 -2.4405185714689663 -2.255587780692709 0.7122701196166394 -3.314078516893665
200006 135370 19980503 36.0 6 4.0 0.0 0.0 75 15.0 0.0 2244 0 0 20160305 41.912907215416226 -3.1170123681498563 -2.884438260932289 3.1884945816763186 0.8601200518475783 0.2620534793875274 0.0 0.0 0.01835409547362938 0.09836082787140746 3.5026856364649133 -1.2480592265087398 -4.57435592235151 0.5700188287471243 1.0835253715284618
200007 7138 20040201 88.0 14 3.0 0.0 1.0 125 15.0 0.0 155 0 0 20160325 44.875759053289826 4.5423407635759565 -0.6595382681992996 -0.1963991904192677 1.5314418437244919 0.2514002130289792 0.1090930317566378 0.027521761366005492 0.05110194246889773 0.10828569408708587 -4.432939690027706 1.1442109399288676 -0.7510934194998774 1.5298746909129302 -0.9035506750504704
200008 7977 20110209 77.0 0 3.0 1.0 1.0 140 7.0 0.0 1184 0 0 20160328 47.08147116159192 4.4320302695987515 0.4624172312509627 -1.9864312966123017 0.3392262334987246 0.2593740076097909 0.10908637748157536 0.08192809194167266 0.07695566688778978 0.06679091839698077 -5.1845565727166285 0.2869680417127572 2.0804662789342703 0.6261220327322332 0.6846742458142914
200009 104001 19991012 30.0 6 1.0 0.0 0.0 74 15.0 0.0 4874 0 0 20160317 41.499519076363846 -3.1356215975723236 -1.0107625192165033 2.5175517278839483 0.4145910801456732 0.2400513273600588 0.0 0.11085464196209437 0.030618379115544145 0.0800786440897488 3.9590918510722886 0.06641622887162077 -3.0960973165875716 0.20544938615350325 0.3672496694655341
200010 90450 20010910 164.0 13 1.0 0.0 0.0 54 15.0 - 3713 0 0 20160314 41.131679864242095 -3.048648915737896 -1.2059798121442624 2.0625690217955497 3.112446805624845 0.22148492379712573 0.00015041606626732963 0.06642636743194053 0.040175956217334684 0.1593181749260606 3.9847482713212816 0.1447433780720728 -3.2664428183102623 2.9147941045537986 0.6292763870420315
