SaleID name regDate model brand bodyType fuelType gearbox power kilometer notRepairedDamage regionCode seller offerType creatDate v_0 v_1 v_2 v_3 v_4 v_5 v_6 v_7 v_8 v_9 v_10 v_11 v_12 v_13 v_14
150000 66932 20111212 222.0 4 5.0 1.0 1.0 313 15.0 0.0 1440 0 0 20160329 49.593126848873595 5.2465679202493485 1.0011299771717377 -4.122264163902895 0.7375318399333476 0.26440452462313 0.12179975526236647 0.07089899944208154 0.1065583474183833 0.07886720124806819 -7.050968898903568 -0.8546256772168985 4.8001508741748085 0.6200105915220468 -3.664654280846407
150001 174960 19990211 19.0 21 0.0 0.0 0.0 75 12.5 1.0 5419 0 0 20160404 42.39592559899046 -3.2539495396600735 -1.753753589575071 3.6466051372047255 -0.7255971333838531 0.26174517256607843 0.0 0.09673306358066952 0.013704976264260557 0.052382729107606815 3.6794175097636237 -0.7290394415567809 -3.796106922616791 -1.5412303833299437 -0.7570547294745845
150002 5356 20090304 82.0 21 0.0 0.0 0.0 109 7.0 0.0 5045 0 0 20160308 45.84137017192352 4.704177977546856 0.1553912939271779 -1.118443033453446 -0.2291595900195947 0.2602159826726613 0.11208114365646027 0.0780824983885986 0.0620780188429273 0.050540421383761185 -4.926689857485238 1.001106476775805 0.8265624246176062 0.13822636745570258 0.7540328013603533
150003 50688 20100405 0.0 0 0.0 0.0 1.0 160 7.0 0.0 4023 0 0 20160325 46.440648808670616 4.319154665234134 0.4288972912906594 -2.0379161905332364 -0.23475663995206936 0.26046635457861506 0.1067265526002516 0.08114618247822944 0.07597066983436529 0.04826794301143681 -4.86463658859305 0.5054928218962801 1.870379114302608 0.3660384284472119 1.3127750558349158
150004 161428 19970703 26.0 14 2.0 0.0 0.0 75 15.0 0.0 3103 0 0 20160309 42.18460438365336 -3.1662335481054056 -1.5720584096814876 2.6041425636797872 0.3874984811178965 0.2509989693722245 0.0 0.07780593355123024 0.0286004065992228 0.08170852843952134 3.6164748542095455 -0.6732361345649366 -3.1976851585572814 -0.02567808149691577 -0.1012898958949329
150005 2741 20000504 0.0 0 2.0 1.0 0.0 90 15.0 0.0 4959 0 0 20160311 44.42536341854063 4.364727251719652 -0.3155797467763537 1.5339544845492563 -0.9257182898178894 0.26137461896809483 0.10765176628694062 0.10715246687758648 0.025682944059161186 0.03674897784292983 -3.855119602934252 1.9091294537415084 -1.6900678934442055 -1.108559883140482 0.2108639291936092
150006 180443 20040208 4.0 4 0.0 1.0 0.0 150 15.0 0.0 1731 0 0 20160314 45.708886693862496 -3.2868970631218213 -0.18828071758688267 -0.2857169987475126 -0.8951776718862603 0.26421830413280945 0.0 0.12998736097987862 0.07055636247437963 0.03639387951001269 2.276784630481985 -2.3174621356920704 1.0853930890412935 -1.09646277458123 0.2099249300203008
150007 3787 20041101 104.0 4 0.0 1.0 1.0 204 15.0 0.0 762 0 0 20160314 47.152248946244534 4.825737788230341 0.6835469442184015 -1.2032699574330314 -1.2175084419921132 0.2675205189430119 0.1154186494249045 0.1223224492279146 0.06402290647495376 0.023537760027813413 -5.463921656158042 0.6899986882443436 1.8258307297005223 -1.3071639405251592 -1.5444127769246172
150008 17976 20040908 228.0 13 3.0 3.0 0.0 0 12.5 0.0 1774 0 0 20160401 44.69616284643274 5.042302042113807 -0.7548203876472018 -0.2525422962181452 2.6200563744897742 0.24375720918699104 0.11591457793768895 0.007770696734581772 0.0520893025242827 0.14185385282055127 -4.820440541481427 1.3929834554227558 -0.9634449034272295 2.4712551717191085 -2.1262857737330063
150009 111167 20020404 11.0 10 0.0 0.0 0.0 82 15.0 0.0 185 0 0 20160328 44.32499163044521 -3.2210109317050932 -0.8327665391810732 0.8301179201380444 -0.7499955411014959 0.2629570441483313 0.0 0.10440020159893053 0.053415659762781856 0.043451207486111566 2.7553322511829497 -1.7544055644291603 -0.6276762962038289 -0.9529863183447884 0.3260462608099803
150010 75766 19920904 26.0 14 0.0 0.0 0.0 150 15.0 1.0 129 0 0 20160320 44.410297606806175 5.722504081727914 -0.6092269364385015 0.6707616021899241 0.2557843682372276 0.2576563468848079 0.12586553406437356 0.04961239086298457 0.03441973868143186 0.07042433023439798 -5.20692395537159 2.097379977831001 -1.5694274703727558 0.3921064708998158 0.5252919181787027
150011 45227 20090211 66.0 9 0.0 0.0 0.0 110 8.0 0.0 3047 0 0 20160312 45.02479997665647 3.1122495225150293 -0.2864956023139919 -1.9075108882455905 1.1407822805527652 0.25079819965885985 0.08796646464864416 0.028240452806224038 0.07658931045342803 0.09115622277652384 -3.356649913595024 0.2873121057826049 0.8347831965578706 1.84782133925688 0.4249131435770376
150012 36253 20000704 40.0 1 0.0 0.0 0.0 102 15.0 - 3529 0 0 20160325 45.54863984341291 3.807144593270377 -0.13006491143708074 1.6103133128367806 -1.4678827750989751 0.26882690284697863 0.10113199020338368 0.13202271657089354 0.02717669647476552 0.02244196867688606 -3.7503906207423414 1.2363860639545814 -1.0427944736350003 -2.0058529919502024 0.031562878263122554
150013 151477 20110103 86.0 3 6.0 0.0 0.0 105 6.0 0.0 5056 0 0 20160305 47.2581928370687 -3.1444200804116536 -0.7422792601426036 -3.3525311373659386 2.1429645908737243 0.2591245421357433 0.0007862336411601159 0.007158147162105725 0.1142437878390878 0.12518845711717047 1.0861047472350835 -4.167963366730256 3.249654109999113 1.9866182244532335 -3.4879888571983657
150014 6369 20111110 42.0 1 1.0 0.0 0.0 86 5.0 0.0 4002 0 0 20160319 47.23519334775215 4.239861670550768 1.8936314073541785 -2.130050680020633 1.1748675736284633 0.2357638210854745 0.10769785208938724 0.17192422678667213 0.08489500479157397 0.09036726740426823 -4.79083298561115 1.1086650152472872 3.140293061342057 0.9245836547104812 -1.5834051174654056
150015 74416 19930106 170.0 1 2.0 0.0 0.0 133 15.0 1.0 3788 0 0 20160324 42.62036173632001 -3.2793459183626625 -1.4237585529194892 3.6498321650627528 1.8642085667481323 0.24026470260138486 0.0 0.10241905886270684 0.019608451183384917 0.1292050328796601 3.753760632380208 -0.4944547885821382 -3.688431104799162 0.6985371741875871 -0.7582329744678724
150016 71459 19920907 17.0 10 2.0  1.0 136 15.0 1.0 2085 0 0 20160308 43.90544871204948 -3.3906517125136912 -0.7725733481736154 3.3775451447899503 -0.7697133988992998 0.2582539083372867 0.0 0.16509546549423454 0.021555243002415042 0.049546942170148434 3.400474775736286 -0.915361396674917 -2.375034935123733 -1.9835553050116128 -0.6457058400606525
